t_s,ax_raw_g,ay_raw_g,az_raw_g,gx_raw_dps,gy_raw_dps,gz_raw_dps,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,mpu_temp_c,roll_deg,pitch_deg,bx_uT,by_uT,bz_uT,mag_uT,bx_cal_uT,by_cal_uT,bz_cal_uT,mag_cal_uT,yaw_flat_deg,yaw_tilt_deg,mahony_roll_deg,mahony_pitch_deg,mahony_yaw_deg,bmp_temp_c,pressure_pa,altitude_m,imu_dt_us,mag_dt_us,bmp_dt_us,imu_mag_dt_us,imu_bmp_dt_us
30.008,-0.012207,0.010498,0.958496,2.167939,-0.045802,0.366412,0.003411,-0.006863,0.992981,0.718682,0.799451,-0.205795,43.477,4.554,4.730,-23.7615,-21.0092,33.6697,46.2563,-30.1050,-21.6774,38.6368,53.5633,144.244,137.541,0.658,0.894,142.558,26.550,100441.44,-140.183,1984,3577,4927,1593,2943
30.132,-0.011719,0.012451,0.969727,2.244275,-0.030534,0.381679,0.003975,-0.005166,1.004112,0.794845,0.814495,-0.190428,43.474,4.553,4.729,-23.8532,-21.1009,33.6697,46.3452,-30.2143,-21.7839,38.6335,53.6656,144.209,137.536,0.665,0.877,142.566,26.560,100441.86,-140.220,1987,3597,4898,1610,2911
30.257,-0.018555,0.009033,0.970703,2.244275,-0.076336,0.351145,-0.002956,-0.008412,1.005077,0.794152,0.767800,-0.220562,43.462,4.550,4.733,-23.7615,-21.1009,33.6697,46.2980,-30.1056,-21.7833,38.6363,53.6062,144.112,137.421,0.643,0.902,142.565,26.560,100441.53,-140.188,1987,3582,4898,1595,2911
30.382,-0.019287,0.012451,0.966553,2.137405,-0.030534,0.366412,-0.003600,-0.004882,1.001006,0.687455,0.813825,-0.205395,43.465,4.538,4.742,-23.6697,-21.0092,33.6697,46.2092,-29.9963,-21.6768,38.6396,53.5040,144.146,137.429,0.637,0.935,142.567,26.560,100441.70,-140.204,1984,3597,4923,1613,2939
30.509,-0.024170,0.011963,0.967773,2.259542,-0.106870,0.366412,-0.008494,-0.005259,1.002233,0.809939,0.737936,-0.205595,43.471,4.541,4.748,-23.7615,-20.9174,33.5780,46.1479,-30.1072,-21.5720,38.5262,53.4422,144.378,137.680,0.656,0.999,142.583,26.560,100441.53,-140.188,1986,3580,4897,1594,2911
30.642,-0.022217,0.010986,0.971191,2.259542,-0.106870,0.427481,-0.006563,-0.006365,1.005597,0.810458,0.738606,-0.144827,43.480,4.549,4.757,-23.8532,-21.1927,33.5780,46.3205,-30.2177,-21.8902,38.5220,53.6306,144.080,137.421,0.646,1.028,142.584,26.560,100442.20,-140.247,1987,3594,4947,1607,2960
30.775,-0.024658,0.009033,0.974365,2.183206,-0.122137,0.442748,-0.009054,-0.008318,1.008730,0.732911,0.721775,-0.128859,43.459,4.544,4.767,-23.7615,-21.1927,33.6697,46.3399,-30.1062,-21.8892,38.6359,53.6493,143.980,137.281,0.606,1.064,142.579,26.550,100441.94,-140.225,1816,3402,4723,1586,2907
30.897,-0.013916,0.008545,0.970215,2.167939,-0.030534,0.335878,0.001668,-0.009022,1.004568,0.718509,0.814495,-0.236230,43.474,4.529,4.767,-23.8532,-21.1009,33.6697,46.3452,-30.2143,-21.7839,38.6335,53.6656,144.209,137.526,0.579,1.040,142.576,26.550,100441.94,-140.225,1967,3581,4889,1614,2922
31.028,-0.002441,0.015381,0.959229,2.244275,-0.091603,0.366412,0.013317,-0.002271,0.993708,0.794672,0.753203,-0.205595,43.471,4.538,4.753,-23.8532,-20.9174,33.6697,46.2619,-30.2132,-21.5721,38.6345,53.5800,144.473,137.771,0.629,0.932,142.597,26.550,100441.67,-140.204,1978,3571,4927,1593,2949
31.152,-0.005859,0.016357,0.970215,2.183206,-0.122137,0.442748,0.009946,-0.001435,1.004606,0.732738,0.721552,-0.128759,43.456,4.534,4.734,-23.7615,-21.0092,33.5780,46.1895,-30.1078,-21.6779,38.5258,53.4850,144.246,137.575,0.659,0.857,142.613,26.550,100441.50,-140.188,1988,3590,4895,1602,2907
31.277,0.001953,0.010986,0.966309,2.167939,0.000000,0.335878,0.017601,-0.006945,1.000651,0.718163,0.844583,-0.236029,43.468,4.524,4.723,-23.7615,-21.1009,33.7615,46.3648,-30.1028,-21.7828,38.7474,53.6845,144.110,137.425,0.636,0.745,142.607,26.550,100441.34,-140.173,1996,3593,4895,1597,2899
31.402,-0.004395,0.018066,0.949463,2.320611,0.030534,0.427481,0.011422,0.000682,0.984078,0.870315,0.874447,-0.144126,43.459,4.541,4.722,-23.8532,-21.1009,33.4862,46.2120,-30.2199,-21.7848,38.4115,53.5095,144.213,137.594,0.701,0.701,142.627,26.550,100441.17,-140.162,1984,3584,4906,1600,2922
31.529,0.002441,0.012939,0.958008,2.274809,-0.015267,0.366412,0.018129,-0.004825,0.992453,0.825033,0.829315,-0.205495,43.468,4.547,4.710,-23.6697,-21.1009,33.6697,46.2510,-29.9969,-21.7827,38.6391,53.5470,144.014,137.326,0.700,0.600,142.623,26.550,100441.01,-140.146,1986,3585,4905,1599,2919
31.666,-0.009033,0.011719,0.964355,2.274809,-0.061069,0.351145,0.006631,-0.005858,0.998777,0.825725,0.784407,-0.221163,43.480,4.560,4.713,-23.8532,-21.1927,33.6697,46.3870,-30.2149,-21.8897,38.6331,53.7086,144.078,137.423,0.698,0.594,142.626,26.550,100441.09,-140.151,1982,3584,4909,1602,2927
31.791,-0.018799,0.013916,0.966309,2.229008,-0.091603,0.320611,-0.003070,-0.003426,1.000777,0.779405,0.753203,-0.251397,43.471,4.560,4.715,-23.7615,-20.9174,33.5780,46.1479,-30.1072,-21.5720,38.5262,53.4422,144.378,137.690,0.724,0.666,142.644,26.560,100441.20,-140.162,1804,3399,4710,1595,2906
31.917,-0.021240,0.009521,0.975342,2.274809,-0.045802,0.351145,-0.005620,-0.007948,1.009685,0.824167,0.797665,-0.220262,43.454,4.562,4.726,-23.6697,-21.1927,33.6697,46.2929,-29.9974,-21.8886,38.6387,53.5901,143.882,137.183,0.690,0.732,142.629,26.560,100440.70,-140.120,1968,3632,4966,1664,2998
32.048,-0.019287,0.011230,0.967041,2.259542,-0.061069,0.351145,-0.003633,-0.006114,1.001478,0.810632,0.784631,-0.221263,43.483,4.568,4.736,-23.7615,-21.1009,33.6697,46.2980,-30.1056,-21.7833,38.6363,53.6062,144.112,137.406,0.684,0.784,142.628,26.560,100440.86,-140.136,1979,3579,4931,1600,2952
32.172,-0.016846,0.011963,0.967773,2.229008,-0.076336,0.366412,-0.001170,-0.005467,1.002198,0.778885,0.767800,-0.205294,43.462,4.564,4.735,-23.7615,-21.1009,33.6697,46.2980,-30.1056,-21.7833,38.6363,53.6062,144.112,137.409,0.678,0.807,142.628,26.560,100441.12,-140.157,1985,3589,4903,1604,2918
32.299,0.157715,0.042236,1.030029,2.244275,-0.167939,0.366412,0.174372,0.018521,1.063285,0.795018,0.677314,-0.205795,43.477,4.593,4.539,-23.6697,-21.1009,33.6697,46.2510,-29.9969,-21.7827,38.6391,53.5470,144.014,137.417,0.836,-0.381,142.621,26.560,100441.12,-140.157,1988,3585,4896,1597,2908
32.417,0.001221,0.017822,0.956055,2.213740,-0.015267,0.305344,0.017043,0.000136,0.990573,0.763791,0.829092,-0.266463,43.465,4.589,4.525,-23.5780,-20.9174,33.6697,46.1206,-29.8870,-21.5704,38.6429,53.4021,144.181,137.556,0.880,-0.315,142.654,26.560,100441.39,-140.178,1974,3609,4938,1635,2964
32.539,0.024170,0.001953,0.945312,2.290076,-0.015267,0.381679,0.039527,-0.016157,0.979681,0.840473,0.829539,-0.190328,43.471,4.579,4.487,-23.7615,-21.0092,33.5780,46.1895,-30.1078,-21.6779,38.5258,53.4850,144.246,137.720,0.812,-0.418,142.697,26.560,100441.22,-140.162,1982,3582,4914,1600,2932
32.676,-0.016602,0.010742,0.967773,2.335878,-0.076336,0.396947,-0.000960,-0.006695,1.002185,0.885929,0.768023,-0.174860,43.465,4.599,4.501,-23.8532,-20.8257,33.6697,46.2205,-30.2126,-21.4662,38.6349,53.5375,144.606,138.029,0.851,-0.187,142.775,26.560,100440.78,-140.125,1977,3581,4900,1604,2923
32.801,-0.005127,0.015381,0.963135,2.167939,-0.137405,0.274809,0.010638,-0.002279,0.997586,0.718509,0.707625,-0.297298,43.474,4.592,4.486,-23.6697,-21.1927,33.7615,46.3597,-29.9946,-21.8881,38.7497,53.6685,143.880,137.314,0.844,-0.132,142.771,26.570,100440.88,-140.136,1796,3390,4714,1594,2918
32.938,-0.008789,0.013672,0.965088,2.137405,-0.045802,0.320611,0.006931,-0.003927,0.999519,0.688321,0.799674,-0.251697,43.480,4.588,4.496,-23.7615,-20.9174,33.5780,46.1479,-30.1072,-21.5720,38.5262,53.4422,144.378,137.828,0.846,-0.018,142.804,26.570,100440.97,-140.141,1984,3586,4945,1602,2961
33.062,0.001465,0.013428,0.956543,2.244275,-0.091603,0.381679,0.017164,-0.004278,0.991013,0.796057,0.754991,-0.191130,43.495,4.588,4.477,-23.8532,-21.0092,33.6697,46.3035,-30.2138,-21.6780,38.6340,53.6227,144.341,137.813,0.851,-0.013,142.833,26.570,100441.06,-140.151,1986,3590,4907,1604,2921
33.187,-0.008057,0.009521,0.975342,2.213740,-0.137405,0.366412,0.007565,-0.008322,1.009623,0.764830,0.708295,-0.205996,43.483,4.581,4.466,-23.7615,-21.1009,33.6697,46.2980,-30.1056,-21.7833,38.6363,53.6062,144.112,137.591,0.810,0.046,142.844,26.580,100441.33,-140.173,1981,3571,4889,1590,2908
33.312,-0.033936,0.010498,0.972900,2.274809,-0.045802,0.335878,-0.018293,-0.006558,1.007338,0.825725,0.799674,-0.236430,43.480,4.583,4.496,-23.7615,-21.1009,33.5780,46.2313,-30.1084,-21.7838,38.5253,53.5280,144.114,137.591,0.794,0.292,142.851,26.580,100440.92,-140.141,1984,3590,4915,1606,2931
33.439,-0.020996,0.016113,0.972412,2.259542,-0.122137,0.381679,-0.005195,-0.001297,1.006849,0.810632,0.723562,-0.190728,43.483,4.590,4.501,-23.7615,-20.9174,33.5780,46.1479,-30.1072,-21.5720,38.5262,53.4422,144.378,137.822,0.821,0.410,142.870,26.580,100440.42,-140.099,1987,3576,4899,1589,2912
33.572,-0.023682,0.012695,0.971436,2.229008,-0.122137,0.335878,-0.007979,-0.004619,1.005862,0.779231,0.722445,-0.236029,43.468,4.595,4.515,-23.7615,-20.9174,33.5780,46.1479,-30.1072,-21.5720,38.5262,53.4422,144.378,137.810,0.811,0.536,142.876,26.580,100440.34,-140.088,1979,3578,4906,1599,2927
33.703,-0.020508,0.010498,0.972168,2.229008,-0.045802,0.320611,-0.004865,-0.006923,1.006550,0.779751,0.799451,-0.251597,43.477,4.595,4.533,-23.7615,-21.1927,33.5780,46.2733,-30.1090,-21.8896,38.5248,53.5712,143.982,137.436,0.760,0.611,142.850,26.580,100440.58,-140.109,1982,3581,4903,1599,2921
33.827,-0.022705,0.009033,0.971191,2.122137,-0.091603,0.381679,-0.007106,-0.008305,1.005580,0.673746,0.754767,-0.191030,43.492,4.576,4.542,-23.6697,-21.1009,33.5780,46.1843,-29.9997,-21.7832,38.5281,53.4687,144.016,137.448,0.698,0.685,142.835,26.580,100440.58,-140.109,1840,3403,4744,1563,2904
33.958,-0.024658,0.013184,0.973877,2.167939,-0.106870,0.320611,-0.008937,-0.004156,1.008287,0.719375,0.739276,-0.251998,43.489,4.572,4.556,-23.8532,-20.8257,33.5780,46.1537,-30.2154,-21.4667,38.5239,53.4592,144.608,138.031,0.710,0.790,142.850,26.580,100440.23,-140.083,1987,3583,4929,1596,2942
34.082,-0.014404,0.010986,0.962646,2.213740,-0.045802,0.259542,0.001235,-0.006402,0.997104,0.765003,0.800121,-0.312966,43.486,4.566,4.560,-23.7615,-21.1009,33.6697,46.2980,-30.1056,-21.7833,38.6363,53.6062,144.112,137.535,0.680,0.789,142.822,26.580,100440.23,-140.083,1989,3601,4897,1612,2908
34.207,-0.006836,0.013184,0.971924,2.305344,-0.091603,0.396947,0.008883,-0.004619,1.006271,0.856260,0.753873,-0.175361,43.480,4.575,4.552,-23.6697,-20.8257,33.6697,46.1261,-29.9952,-21.4651,38.6405,53.4186,144.412,137.783,0.695,0.741,142.831,26.580,100440.08,-140.067,1982,3575,4896,1593,2914
34.332,-0.018311,0.014893,0.971436,2.198473,-0.030534,0.381679,-0.002545,-0.002573,1.005858,0.749563,0.815165,-0.190728,43.483,4.572,4.564,-23.7615,-20.9174,33.6697,46.2147,-30.1045,-21.5715,38.6373,53.5205,144.376,137.769,0.709,0.788,142.837,26.580,100440.41,-140.093,1992,3603,4920,1611,2928
34.459,-0.010742,0.013428,0.971680,2.198473,-0.106870,0.396947,0.004983,-0.004259,1.006050,0.749216,0.738383,-0.175261,43.477,4.568,4.558,-23.7615,-21.1927,33.4862,46.2068,-30.1118,-21.8901,38.4138,53.4931,143.984,137.458,0.687,0.749,142.819,26.580,100440.02,-140.062,1976,3573,4896,1597,2920
34.592,-0.005615,0.015625,0.966553,2.198473,-0.076336,0.412214,0.010163,-0.002095,1.000973,0.749216,0.768917,-0.159994,43.477,4.573,4.556,-23.7615,-21.1009,33.6697,46.2980,-30.1056,-21.7833,38.6363,53.6062,144.112,137.533,0.692,0.685,142.814,26.580,100440.34,-140.088,1983,3577,4900,1594,2917
34.725,0.000977,0.007812,0.958496,2.274809,-0.076336,0.351145,0.016520,-0.009923,0.992893,0.826072,0.769587,-0.221363,43.486,4.583,4.551,-23.7615,-21.0092,33.7615,46.3231,-30.1022,-21.6769,38.7478,53.6417,144.242,137.628,0.654,0.582,142.811,26.580,100440.52,-140.104,8039,9647,11008,1608,2969
34.857,-0.000732,0.010742,0.959717,2.213740,-0.106870,0.320611,0.014896,-0.006970,0.994138,0.765696,0.739947,-0.252299,43.498,4.577,4.534,-23.8532,-21.1009,33.6697,46.3452,-30.2143,-21.7839,38.6335,53.6656,144.209,137.659,0.642,0.513,142.809,26.580,100441.24,-140.167,1956,3569,4877,1613,2921
34.988,0.000732,0.010254,0.965820,2.137405,-0.076336,0.274809,0.016358,-0.007632,1.000167,0.688841,0.769811,-0.297799,43.489,4.565,4.523,-23.6697,-21.1927,33.6697,46.2929,-29.9974,-21.8886,38.6387,53.5901,143.882,137.327,0.602,0.433,142.784,26.580,100441.58,-140.194,1976,3571,4927,1595,2951
35.112,-0.011475,0.020752,0.963867,2.122137,-0.106870,0.381679,0.004443,0.003258,0.998393,0.673227,0.738829,-0.190728,43.483,4.559,4.517,-23.7615,-21.0092,33.6697,46.2563,-30.1050,-21.6774,38.6368,53.5633,144.244,137.690,0.668,0.465,142.802,26.580,100441.91,-140.220,1993,3601,4900,1608,2907
35.237,-0.012207,0.011719,0.968750,2.229008,-0.076336,0.412214,0.003464,-0.005863,1.003141,0.779751,0.768917,-0.159994,43.477,4.557,4.517,-23.7615,-21.0092,33.5780,46.1895,-30.1078,-21.6779,38.5258,53.4850,144.246,137.713,0.670,0.501,142.819,26.580,100441.74,-140.210,1991,3586,4907,1595,2916
35.362,-0.004639,0.012939,0.949951,2.244275,-0.091603,0.274809,0.011034,-0.004451,0.984513,0.795884,0.754767,-0.297900,43.492,4.558,4.507,-23.8532,-21.1009,33.6697,46.3452,-30.2143,-21.7839,38.6335,53.6656,144.209,137.692,0.679,0.473,142.814,26.580,100441.74,-140.210,1982,3595,4920,1613,2938
35.489,-0.013428,0.016846,0.958496,2.198473,-0.167939,0.366412,0.002370,-0.000478,0.993048,0.749563,0.677761,-0.205996,43.483,4.560,4.498,-23.7615,-21.0092,33.7615,46.3231,-30.1022,-21.6769,38.7478,53.6417,144.242,137.682,0.713,0.503,142.822,26.580,100441.58,-140.194,1991,3588,4911,1597,2920
35.622,-0.014648,0.008545,0.961182,2.198473,-0.030534,0.396947,0.000920,-0.008806,0.995631,0.749563,0.815165,-0.175461,43.483,4.556,4.513,-23.7615,-21.0092,33.5780,46.1895,-30.1078,-21.6779,38.5258,53.4850,144.246,137.717,0.678,0.559,142.832,26.580,100441.74,-140.210,1991,3589,4906,1598,2915
35.755,-0.155762,-0.004639,1.054199,4.290076,2.213740,0.335878,-0.140411,-0.020003,1.088219,2.839954,3.057876,-0.235829,43.462,4.815,4.969,-23.7615,-20.8257,33.5780,46.1064,-30.1067,-21.4661,38.5267,53.3996,144.511,137.449,0.869,1.899,142.855,26.580,100441.02,-140.146,1813,3400,4751,1587,2938
35.877,-0.081299,0.003906,1.045654,2.183206,-0.122137,0.381679,-0.065716,-0.013382,1.079497,0.735682,0.725351,-0.191531,43.506,4.792,5.026,-23.6697,-21.1927,33.6697,46.2929,-29.9974,-21.8886,38.6387,53.5901,143.882,136.805,0.722,2.147,142.774,26.580,100441.02,-140.146,1951,3569,4888,1618,2937
36.008,0.010254,0.015625,0.954102,2.198473,-0.183206,0.381679,0.026011,-0.002276,0.988577,0.749389,0.662270,-0.190628,43.480,4.790,4.980,-23.4862,-21.1927,33.6697,46.1994,-29.7800,-21.8875,38.6443,53.4723,143.685,136.607,0.652,1.713,142.680,26.580,100441.08,-140.151,1989,3579,4933,1590,2944
36.132,-0.018311,0.012939,0.969727,2.274809,-0.061069,0.305344,-0.002603,-0.004490,1.004148,0.827285,0.786420,-0.267867,43.506,4.789,4.979,-23.7615,-21.2844,33.5780,46.3154,-30.1095,-21.9955,38.5244,53.6145,143.851,136.861,0.619,1.600,142.618,26.580,100440.91,-140.136,1991,3599,4896,1608,2905
36.257,-0.004883,0.010742,0.968506,2.274809,-0.137405,0.412214,0.010761,-0.007043,1.002855,0.826072,0.708518,-0.160294,43.486,4.787,4.954,-23.4862,-21.1927,33.7615,46.2663,-29.7772,-21.8870,38.7553,53.5508,143.683,136.605,0.570,1.393,142.567,26.580,100440.73,-140.125,1987,3582,4894,1595,2907
36.382,-0.011719,0.013184,0.964600,2.198473,-0.091603,0.366412,0.003987,-0.004322,0.999045,0.750255,0.754991,-0.206397,43.495,4.778,4.943,-23.5780,-21.0092,33.4862,46.0286,-29.8932,-21.6772,38.4203,53.2881,144.052,137.045,0.568,1.290,142.547,26.580,100440.58,-140.109,1980,3595,4933,1615,2953
36.509,-0.009521,0.011719,0.956543,2.167939,-0.091603,0.381679,0.006128,-0.005676,0.991048,0.719028,0.754097,-0.190728,43.483,4.765,4.931,-23.6697,-21.1009,33.4862,46.1176,-30.0025,-21.7837,38.4171,53.3905,144.018,137.059,0.554,1.185,142.533,26.580,100440.58,-140.109,1991,3585,4901,1594,2910
36.642,-0.015137,0.010010,0.975830,2.213740,-0.106870,0.366412,0.000499,-0.007643,1.010145,0.764483,0.738383,-0.205795,43.477,4.761,4.928,-23.5780,-21.1009,33.6697,46.2041,-29.8881,-21.7821,38.6419,53.4880,143.916,136.901,0.533,1.129,142.515,26.580,100440.58,-140.109,1983,3584,4909,1601,2926
36.775,-0.015869,0.010254,0.973389,2.305344,-0.106870,0.412214,-0.000231,-0.007325,1.007734,0.855914,0.738159,-0.159894,43.474,4.769,4.926,-23.4862,-21.2844,33.6697,46.2415,-29.7806,-21.9933,38.6438,53.5157,143.554,136.542,0.514,1.074,142.484,26.580,100440.73,-140.125,1806,3410,4749,1604,2943
36.897,-0.018799,0.012207,0.969238,2.259542,0.015267,0.320611,-0.003113,-0.005199,1.003659,0.811324,0.861861,-0.252198,43.495,4.765,4.934,-23.5780,-21.1009,33.5780,46.1373,-29.8909,-21.7826,38.5309,53.4095,143.918,136.917,0.529,1.082,142.472,26.580,100440.58,-140.109,1953,3572,4882,1619,2929
37.036,-0.004150,0.011475,0.954346,2.106870,-0.076336,0.396947,0.011489,-0.006025,0.988845,0.657960,0.769364,-0.175461,43.483,4.752,4.927,-23.5780,-21.1009,33.6697,46.2041,-29.8881,-21.7821,38.6419,53.4880,143.916,136.908,0.516,0.960,142.467,26.580,100440.02,-140.062,1989,3580,4910,1591,2921
37.162,-0.010254,0.013428,0.967285,2.244275,-0.137405,0.351145,0.005463,-0.004178,1.001698,0.795018,0.707848,-0.221063,43.477,4.750,4.909,-23.5780,-21.1927,33.6697,46.2461,-29.8887,-21.8880,38.6415,53.5311,143.784,136.803,0.535,0.900,142.456,26.580,100440.34,-140.088,1989,3589,4892,1600,2903
37.287,0.000244,0.010742,0.958496,2.259542,-0.061069,0.366412,0.015871,-0.006972,0.992925,0.811498,0.785749,-0.206497,43.498,4.747,4.889,-23.3945,-21.1927,33.6697,46.1528,-29.6712,-21.8869,38.6470,53.4136,143.586,136.587,0.524,0.775,142.436,26.580,100440.18,-140.078,1984,3580,4891,1596,2907
37.412,-0.008789,0.011719,0.958496,2.198473,-0.137405,0.366412,0.006864,-0.005739,0.992977,0.750429,0.709413,-0.206497,43.498,4.737,4.870,-23.6697,-21.1009,33.5780,46.1843,-29.9997,-21.7832,38.5281,53.4687,144.016,137.098,0.543,0.743,142.449,26.580,100440.18,-140.078,1979,3583,4906,1604,2927
37.539,-0.012451,0.015625,0.969727,2.213740,-0.137405,0.381679,0.003332,-0.001970,1.004146,0.764657,0.708071,-0.190628,43.480,4.735,4.857,-23.6697,-21.1927,33.6697,46.2929,-29.9974,-21.8886,38.6387,53.5901,143.882,136.967,0.583,0.734,142.456,26.580,100440.34,-140.088,1992,3587,4906,1595,2914
37.676,-0.018555,0.010498,0.970215,2.198473,-0.122137,0.320611,-0.002916,-0.006936,1.004608,0.749909,0.724009,-0.251998,43.489,4.733,4.861,-23.4862,-21.1009,33.6697,46.1574,-29.7794,-21.7816,38.6447,53.4291,143.817,136.853,0.574,0.773,142.448,26.580,100439.92,-140.056,1987,3592,4922,1605,2935
37.801,-0.023438,0.014404,0.969238,2.106870,-0.106870,0.366412,-0.007690,-0.002869,1.003703,0.658826,0.739947,-0.206497,43.498,4.716,4.863,-23.5780,-21.1927,33.6697,46.2461,-29.8887,-21.8880,38.6415,53.5311,143.784,136.860,0.582,0.838,142.444,26.580,100440.25,-140.083,1786,3391,4708,1605,2922
37.927,-0.019287,0.016602,0.971191,2.137405,-0.106870,0.366412,-0.003474,-0.000831,1.005637,0.689014,0.739500,-0.206297,43.492,4.706,4.861,-23.5780,-21.1009,33.5780,46.1373,-29.8909,-21.7826,38.5309,53.4095,143.918,137.011,0.612,0.869,142.446,26.580,100440.84,-140.130,1966,3587,4897,1621,2931
38.058,-0.012207,0.010742,0.967041,2.229008,-0.152672,0.351145,0.003434,-0.006803,1.001440,0.781483,0.694817,-0.222065,43.506,4.704,4.849,-23.5780,-21.1009,33.7615,46.2710,-29.8853,-21.7817,38.7530,53.5665,143.914,136.975,0.604,0.837,142.441,26.580,100440.68,-140.120,1999,3626,4969,1627,2970
38.182,-0.006592,0.012207,0.965820,2.274809,-0.106870,0.305344,0.009089,-0.005471,1.000220,0.826072,0.739053,-0.267165,43.486,4.704,4.831,-23.5780,-21.1009,33.6697,46.2041,-29.8881,-21.7821,38.6419,53.4880,143.916,137.012,0.614,0.778,142.434,26.580,100440.84,-140.130,1976,3587,4927,1611,2951
38.307,-0.005859,0.015137,0.961426,2.290076,-0.137405,0.381679,0.009896,-0.002466,0.995896,0.841685,0.708965,-0.191030,43.492,4.711,4.810,-23.7615,-21.1009,33.5780,46.2313,-30.1084,-21.7838,38.5253,53.5280,144.114,137.275,0.659,0.724,142.451,26.580,100440.52,-140.104,1980,3633,4955,1653,2975
38.432,0.004150,0.015625,0.957520,2.229008,-0.137405,0.458015,0.019913,-0.002177,0.991988,0.780444,0.708742,-0.114593,43.489,4.710,4.778,-23.6697,-21.1927,33.6697,46.2929,-29.9974,-21.8886,38.6387,53.5901,143.882,137.043,0.680,0.595,142.463,26.580,100440.18,-140.078,1976,3629,4958,1653,2982
38.559,-0.000732,0.010010,0.964111,2.198473,-0.076336,0.381679,0.014883,-0.007798,0.998480,0.750082,0.770034,-0.191030,43.492,4.699,4.761,-23.4862,-21.1009,33.5780,46.0905,-29.7822,-21.7820,38.5337,53.3506,143.819,136.973,0.653,0.525,142.464,26.580,100440.08,-140.067,1979,3620,4946,1641,2967
38.696,-0.009033,0.010010,0.963867,2.274809,-0.106870,0.305344,0.006581,-0.007557,0.998277,0.826418,0.739500,-0.267365,43.492,4.708,4.758,-23.5780,-21.1009,33.6697,46.2041,-29.8881,-21.7821,38.6419,53.4880,143.916,137.063,0.649,0.527,142.465,26.580,100439.57,-140.025,1989,3588,4908,1599,2919
38.821,-0.017578,0.008057,0.975586,2.229008,-0.061069,0.335878,-0.001998,-0.009522,1.009895,0.780790,0.785525,-0.236931,43.495,4.699,4.761,-23.6697,-21.2844,33.6697,46.3350,-29.9980,-21.9945,38.6382,53.6335,143.751,136.943,0.618,0.590,142.461,26.580,100439.50,-140.019,1822,3392,4711,1570,2889
38.958,-0.021973,0.014893,0.975098,2.183206,-0.106870,0.366412,-0.006201,-0.002549,1.009499,0.734815,0.739500,-0.206297,43.492,4.701,4.772,-23.5780,-21.1009,33.6697,46.2041,-29.8881,-21.7821,38.6419,53.4880,143.916,137.057,0.645,0.683,142.470,26.590,100439.59,-140.025,1981,3581,4937,1600,2956
39.082,-0.018799,0.013184,0.973389,2.290076,-0.106870,0.366412,-0.003078,-0.004311,1.007776,0.841859,0.739724,-0.206397,43.495,4.704,4.770,-23.6697,-21.2844,33.6697,46.3350,-29.9980,-21.9945,38.6382,53.6335,143.751,136.934,0.655,0.724,142.463,26.590,100439.42,-140.014,1982,3593,4904,1611,2922
39.207,-0.014404,0.010010,0.969971,2.167939,-0.045802,0.381679,0.001221,-0.007537,1.004343,0.720241,0.801463,-0.191431,43.504,4.690,4.771,-23.6697,-21.0092,33.5780,46.1424,-29.9991,-21.6773,38.5286,53.4257,144.148,137.323,0.643,0.751,142.481,26.590,100440.02,-140.062,1978,3574,4897,1596,2919
39.332,-0.012939,0.016357,0.968750,2.244275,-0.091603,0.366412,0.002863,-0.001202,1.003189,0.795884,0.754767,-0.206297,43.492,4.692,4.765,-23.7615,-21.2844,33.6697,46.3819,-30.1067,-21.9950,38.6354,53.6926,143.849,137.060,0.672,0.746,142.477,26.590,100440.12,-140.072,1981,3587,4912,1606,2931
39.459,-0.008057,0.014648,0.968750,2.244275,-0.106870,0.381679,0.007698,-0.003050,1.003150,0.795364,0.738829,-0.190728,43.483,4.693,4.753,-23.5780,-21.1927,33.6697,46.2461,-29.8887,-21.8880,38.6415,53.5311,143.784,136.957,0.679,0.700,142.470,26.590,100440.12,-140.072,1986,3585,4901,1599,2915
39.592,-0.000977,0.012207,0.964600,2.152672,-0.015267,0.396947,0.014702,-0.005604,0.998985,0.703415,0.829986,-0.175261,43.477,4.685,4.749,-23.6697,-20.9174,33.6697,46.1676,-29.9957,-21.5710,38.6401,53.4612,144.279,137.441,0.682,0.638,142.497,26.590,100440.12,-140.072,1984,3582,4907,1598,2923
39.740,-0.019775,0.012939,0.967773,2.229008,-0.015267,0.335878,-0.004072,-0.004407,1.002221,0.781310,0.831997,-0.237232,43.504,4.699,4.780,-23.6697,-21.1009,33.6697,46.2510,-29.9969,-21.7827,38.6391,53.5470,144.014,137.168,0.691,0.726,142.502,26.600,100440.55,-140.109,1828,3432,4782,1604,2954
